@relation dataset-NUMERIC

@attribute case_no numeric
@attribute checking_status {0<=X<200,'no checking',<0,>=200}
@attribute credit_history {'existing paid','critical/other existing credit','delayed previously','no credits/all paid','all paid'}
@attribute purpose {radio/tv,education,furniture/equipment,'new car','used car',business,'domestic appliance',repairs,other,repars,retraining}
@attribute credit_amount numeric
@attribute saving_status {<100,'no known savings',500<=X<1000,>=1000,100<=X<500}
@attribute employment {1<=X<4,4<=X<7,>=7,unemployed,<1}
@attribute personal_status {'female div/sep/mar','male single','male div/sep','male mar/wid'}
@attribute age numeric
@attribute job {skilled,'unskilled resident','high qualif/self emp/mgmt','unemp/unskilled non res'}
@attribute class {bad,good}

@data
275,'no checking','existing paid',radio/tv,2697,<100,1<=X<4,'male single',32,skilled,good
276,'no checking','critical/other existing credit',radio/tv,2404,<100,1<=X<4,'female div/sep/mar',26,skilled,good
277,<0,'existing paid',furniture/equipment,1262,'no known savings',>=7,'male div/sep',49,'unskilled resident',good
278,'no checking','existing paid',furniture/equipment,4611,<100,<1,'female div/sep/mar',32,skilled,bad
279,'no checking','existing paid',radio/tv,1901,100<=X<500,1<=X<4,'male single',29,'high qualif/self emp/mgmt',good
280,'no checking','critical/other existing credit','used car',3368,>=1000,>=7,'male single',23,skilled,good
281,'no checking','existing paid',furniture/equipment,1574,<100,1<=X<4,'male single',50,skilled,good
282,>=200,'all paid',radio/tv,1445,'no known savings',4<=X<7,'male single',49,'unskilled resident',good
283,'no checking','critical/other existing credit',furniture/equipment,1520,'no known savings',>=7,'male single',63,skilled,good
284,0<=X<200,'critical/other existing credit','new car',3878,100<=X<500,<1,'male div/sep',37,skilled,good
285,<0,'existing paid','new car',10722,<100,<1,'female div/sep/mar',35,'unskilled resident',good
286,<0,'existing paid','used car',4788,<100,4<=X<7,'male single',26,skilled,good
287,0<=X<200,'delayed previously',other,7582,100<=X<500,unemployed,'male single',31,'high qualif/self emp/mgmt',good
288,0<=X<200,'existing paid',radio/tv,1092,<100,1<=X<4,'female div/sep/mar',49,skilled,good
289,<0,'delayed previously',radio/tv,1024,<100,<1,'male mar/wid',48,skilled,bad
290,'no checking','existing paid',business,1076,<100,1<=X<4,'male mar/wid',26,skilled,good
291,0<=X<200,'existing paid','used car',9398,<100,<1,'male mar/wid',28,'high qualif/self emp/mgmt',bad
292,<0,'critical/other existing credit','used car',6419,<100,>=7,'female div/sep/mar',44,'high qualif/self emp/mgmt',good
293,>=200,'critical/other existing credit','used car',4796,<100,>=7,'male single',56,skilled,good
294,'no checking','critical/other existing credit',business,7629,'no known savings',>=7,'male div/sep',46,'high qualif/self emp/mgmt',good
295,0<=X<200,'existing paid',furniture/equipment,9960,<100,<1,'female div/sep/mar',26,skilled,bad
296,'no checking','existing paid','used car',4675,'no known savings',<1,'female div/sep/mar',20,skilled,good
297,'no checking','existing paid','new car',1287,'no known savings',>=7,'male single',45,'unskilled resident',good
298,'no checking','existing paid',furniture/equipment,2515,<100,1<=X<4,'male single',43,skilled,good
299,0<=X<200,'critical/other existing credit',furniture/equipment,2745,>=1000,4<=X<7,'male single',32,skilled,good
300,'no checking','existing paid','new car',672,<100,unemployed,'female div/sep/mar',54,'unemp/unskilled non res',good
301,0<=X<200,'no credits/all paid',radio/tv,3804,<100,1<=X<4,'female div/sep/mar',42,skilled,bad
302,>=200,'critical/other existing credit','new car',1344,'no known savings',4<=X<7,'male single',37,'unskilled resident',bad
303,<0,'critical/other existing credit','new car',1038,<100,4<=X<7,'male single',49,skilled,good
304,'no checking','critical/other existing credit','new car',10127,500<=X<1000,1<=X<4,'male single',44,skilled,bad
305,'no checking','existing paid',furniture/equipment,1543,>=1000,1<=X<4,'male div/sep',33,skilled,good
306,'no checking','existing paid','used car',4811,'no known savings',4<=X<7,'female div/sep/mar',24,'unskilled resident',good
307,<0,'existing paid',radio/tv,727,100<=X<500,<1,'male mar/wid',33,'unskilled resident',bad
308,0<=X<200,'existing paid',furniture/equipment,1237,<100,1<=X<4,'female div/sep/mar',24,skilled,bad
309,0<=X<200,'existing paid','new car',276,<100,1<=X<4,'male mar/wid',22,'unskilled resident',good
310,0<=X<200,'existing paid',other,5381,'no known savings',unemployed,'male single',40,'unemp/unskilled non res',good
311,'no checking','existing paid',furniture/equipment,5511,100<=X<500,1<=X<4,'male single',25,skilled,good
312,>=200,'existing paid',furniture/equipment,3749,<100,<1,'female div/sep/mar',26,skilled,good
313,0<=X<200,'existing paid','new car',685,<100,4<=X<7,'male mar/wid',25,'unskilled resident',bad
314,>=200,'existing paid','new car',1494,'no known savings',<1,'male single',29,'unskilled resident',good
315,<0,'all paid',furniture/equipment,2746,<100,>=7,'male single',31,skilled,bad
316,<0,'existing paid',furniture/equipment,708,<100,1<=X<4,'male single',38,'unskilled resident',good
317,0<=X<200,'existing paid',furniture/equipment,4351,'no known savings',1<=X<4,'female div/sep/mar',48,'unskilled resident',good
318,'no checking','critical/other existing credit',education,701,<100,1<=X<4,'male single',32,skilled,good
319,<0,'delayed previously',furniture/equipment,3643,<100,>=7,'female div/sep/mar',27,'unskilled resident',good
320,0<=X<200,'critical/other existing credit','new car',4249,<100,unemployed,'male mar/wid',28,'high qualif/self emp/mgmt',bad
321,<0,'existing paid',radio/tv,1938,<100,<1,'male div/sep',32,skilled,bad
322,<0,'existing paid','used car',2910,<100,4<=X<7,'male single',34,'high qualif/self emp/mgmt',good
323,<0,'existing paid',furniture/equipment,2659,>=1000,1<=X<4,'male single',28,skilled,good
324,'no checking','critical/other existing credit','new car',1028,<100,1<=X<4,'female div/sep/mar',36,skilled,good
325,<0,'critical/other existing credit','new car',3398,<100,4<=X<7,'male single',39,'unskilled resident',good
326,'no checking','critical/other existing credit',furniture/equipment,5801,'no known savings',>=7,'male single',49,skilled,good
327,'no checking','existing paid','new car',1525,>=1000,4<=X<7,'female div/sep/mar',34,skilled,good
328,>=200,'existing paid',radio/tv,4473,<100,>=7,'male single',31,skilled,good
329,0<=X<200,'existing paid',radio/tv,1068,<100,>=7,'male single',28,skilled,good
330,<0,'critical/other existing credit','used car',6615,<100,unemployed,'male single',75,'high qualif/self emp/mgmt',good
331,'no checking','critical/other existing credit',education,1864,100<=X<500,1<=X<4,'female div/sep/mar',30,skilled,bad
332,0<=X<200,'existing paid','new car',7408,100<=X<500,<1,'female div/sep/mar',24,'high qualif/self emp/mgmt',bad
333,'no checking','critical/other existing credit','used car',11590,100<=X<500,1<=X<4,'female div/sep/mar',24,'unskilled resident',bad
334,<0,'no credits/all paid',furniture/equipment,4110,<100,>=7,'male single',23,skilled,bad
335,<0,'critical/other existing credit',furniture/equipment,3384,<100,1<=X<4,'male div/sep',44,'high qualif/self emp/mgmt',bad
336,0<=X<200,'existing paid',radio/tv,2101,<100,<1,'female div/sep/mar',23,'unskilled resident',good
337,<0,'existing paid','domestic appliance',1275,'no known savings',1<=X<4,'female div/sep/mar',24,skilled,bad
338,<0,'existing paid',furniture/equipment,4169,<100,1<=X<4,'male single',28,skilled,good
339,0<=X<200,'existing paid',furniture/equipment,1521,<100,1<=X<4,'male div/sep',31,'unskilled resident',good
340,0<=X<200,'critical/other existing credit',education,5743,<100,<1,'female div/sep/mar',24,skilled,good
341,<0,'existing paid',furniture/equipment,3599,<100,4<=X<7,'female div/sep/mar',26,'unskilled resident',good
342,0<=X<200,'existing paid',radio/tv,3213,500<=X<1000,<1,'male mar/wid',25,skilled,good
343,0<=X<200,'existing paid',business,4439,<100,>=7,'male single',33,'high qualif/self emp/mgmt',good
344,>=200,'existing paid','new car',3949,<100,<1,'male single',37,'unskilled resident',good
345,'no checking','critical/other existing credit',radio/tv,1459,<100,1<=X<4,'female div/sep/mar',43,'unskilled resident',good
346,0<=X<200,'critical/other existing credit',radio/tv,882,<100,<1,'male single',23,skilled,good
347,0<=X<200,'existing paid',radio/tv,3758,500<=X<1000,unemployed,'female div/sep/mar',23,'unemp/unskilled non res',good
348,'no checking','delayed previously',business,1743,100<=X<500,1<=X<4,'male single',34,'unskilled resident',good
349,0<=X<200,'critical/other existing credit',education,1136,>=1000,>=7,'male single',32,skilled,bad
350,'no checking','existing paid','domestic appliance',1236,<100,<1,'female div/sep/mar',23,skilled,good
351,0<=X<200,'existing paid',furniture/equipment,959,<100,1<=X<4,'female div/sep/mar',29,skilled,bad
352,'no checking','critical/other existing credit','used car',3229,'no known savings',unemployed,'male single',38,'high qualif/self emp/mgmt',good
353,<0,'no credits/all paid',radio/tv,6199,<100,1<=X<4,'male single',28,skilled,bad
354,'no checking','existing paid',education,727,500<=X<1000,>=7,'male single',46,skilled,good
355,0<=X<200,'existing paid','new car',1246,<100,<1,'male single',23,'unskilled resident',bad
356,'no checking','critical/other existing credit',radio/tv,2331,'no known savings',>=7,'male single',49,skilled,good
357,'no checking','delayed previously',radio/tv,4463,<100,1<=X<4,'male single',26,'high qualif/self emp/mgmt',bad
358,'no checking','existing paid',radio/tv,776,<100,1<=X<4,'male mar/wid',28,skilled,good
359,<0,'existing paid',furniture/equipment,2406,<100,4<=X<7,'female div/sep/mar',23,skilled,bad
360,0<=X<200,'existing paid',education,1239,'no known savings',1<=X<4,'male single',61,skilled,good
361,>=200,'existing paid',radio/tv,3399,'no known savings',>=7,'male single',37,'high qualif/self emp/mgmt',good
362,>=200,'delayed previously','new car',2247,<100,1<=X<4,'female div/sep/mar',36,skilled,good
363,'no checking','existing paid',furniture/equipment,1766,<100,1<=X<4,'male mar/wid',21,skilled,good
364,<0,'existing paid',furniture/equipment,2473,<100,unemployed,'male single',25,'unemp/unskilled non res',bad
365,'no checking','existing paid',business,1542,<100,4<=X<7,'male single',36,skilled,good
366,'no checking','critical/other existing credit','used car',3850,<100,4<=X<7,'male single',27,skilled,good
367,<0,'existing paid',furniture/equipment,3650,<100,<1,'female div/sep/mar',22,skilled,good
368,<0,'existing paid',furniture/equipment,3446,<100,>=7,'male single',42,skilled,bad
369,0<=X<200,'existing paid',furniture/equipment,3001,<100,4<=X<7,'female div/sep/mar',40,skilled,good
370,'no checking','existing paid','new car',3079,'no known savings',1<=X<4,'male single',36,skilled,good
371,'no checking','critical/other existing credit',radio/tv,6070,<100,>=7,'male single',33,skilled,good
372,'no checking','critical/other existing credit',furniture/equipment,2146,<100,<1,'female div/sep/mar',23,skilled,good
373,'no checking','critical/other existing credit','new car',13756,'no known savings',>=7,'male single',63,'high qualif/self emp/mgmt',good
374,0<=X<200,'all paid',other,14782,100<=X<500,>=7,'female div/sep/mar',60,'high qualif/self emp/mgmt',bad
375,<0,'all paid',business,7685,<100,4<=X<7,'female div/sep/mar',37,skilled,bad
376,'no checking','delayed previously',radio/tv,2320,<100,unemployed,'male mar/wid',34,skilled,good
377,'no checking','delayed previously',radio/tv,846,'no known savings',>=7,'male single',36,skilled,good
378,0<=X<200,'existing paid','new car',14318,<100,>=7,'male single',57,'high qualif/self emp/mgmt',bad
379,'no checking','critical/other existing credit','new car',362,100<=X<500,1<=X<4,'female div/sep/mar',52,'unskilled resident',good
380,<0,'existing paid',furniture/equipment,2212,'no known savings',4<=X<7,'male single',39,skilled,good
381,0<=X<200,'existing paid','used car',12976,<100,unemployed,'female div/sep/mar',38,'high qualif/self emp/mgmt',bad
382,'no checking','existing paid','new car',1283,'no known savings',4<=X<7,'female div/sep/mar',25,skilled,good
383,>=200,'existing paid','new car',1330,<100,<1,'male single',26,skilled,good
384,'no checking','delayed previously',business,4272,100<=X<500,1<=X<4,'male single',26,'unskilled resident',good
385,'no checking','critical/other existing credit',radio/tv,2238,<100,1<=X<4,'female div/sep/mar',25,skilled,good
386,'no checking','existing paid',radio/tv,1126,'no known savings',<1,'female div/sep/mar',21,skilled,good
387,0<=X<200,'critical/other existing credit',furniture/equipment,7374,<100,unemployed,'male single',40,'high qualif/self emp/mgmt',good
388,0<=X<200,'critical/other existing credit',business,2326,500<=X<1000,1<=X<4,'male single',27,skilled,good
389,'no checking','existing paid',business,1449,<100,4<=X<7,'female div/sep/mar',27,skilled,good
390,'no checking','existing paid','new car',1820,<100,1<=X<4,'male mar/wid',30,'high qualif/self emp/mgmt',good
391,0<=X<200,'existing paid',furniture/equipment,983,>=1000,<1,'female div/sep/mar',19,'unskilled resident',good
392,<0,'existing paid','new car',3249,<100,4<=X<7,'male single',39,'high qualif/self emp/mgmt',good
393,<0,'critical/other existing credit',radio/tv,1957,<100,4<=X<7,'female div/sep/mar',31,skilled,good
394,'no checking','critical/other existing credit',furniture/equipment,2406,<100,unemployed,'male single',31,'high qualif/self emp/mgmt',good
395,0<=X<200,'delayed previously',education,11760,100<=X<500,4<=X<7,'male single',32,skilled,good
396,<0,'existing paid',furniture/equipment,2578,<100,unemployed,'female div/sep/mar',55,'high qualif/self emp/mgmt',good
397,<0,'critical/other existing credit',furniture/equipment,2348,<100,1<=X<4,'male mar/wid',46,skilled,good
398,0<=X<200,'existing paid','new car',1223,<100,>=7,'male div/sep',46,skilled,bad
399,'no checking','critical/other existing credit',radio/tv,1516,>=1000,1<=X<4,'female div/sep/mar',43,'unskilled resident',good
400,'no checking','existing paid',radio/tv,1473,<100,<1,'male mar/wid',39,skilled,good
401,0<=X<200,'critical/other existing credit',business,1887,'no known savings',1<=X<4,'male mar/wid',28,skilled,good
402,'no checking','delayed previously',business,8648,<100,<1,'male single',27,skilled,bad
403,'no checking','delayed previously','new car',802,<100,1<=X<4,'male single',27,'unskilled resident',good
404,0<=X<200,'delayed previously','new car',2899,'no known savings',>=7,'male single',43,skilled,good
405,0<=X<200,'existing paid',radio/tv,2039,<100,<1,'male mar/wid',22,skilled,bad
406,'no checking','critical/other existing credit','used car',2197,'no known savings',4<=X<7,'male single',43,skilled,good
407,<0,'existing paid',radio/tv,1053,<100,<1,'male mar/wid',27,skilled,good
408,'no checking','existing paid',radio/tv,3235,500<=X<1000,>=7,'male div/sep',26,'high qualif/self emp/mgmt',good
409,>=200,'critical/other existing credit','new car',939,500<=X<1000,4<=X<7,'male mar/wid',28,skilled,bad
410,0<=X<200,'existing paid',radio/tv,1967,<100,>=7,'female div/sep/mar',20,skilled,good
411,'no checking','critical/other existing credit','used car',7253,<100,4<=X<7,'male single',35,'high qualif/self emp/mgmt',good
412,'no checking','critical/other existing credit',business,2292,<100,unemployed,'male single',42,'high qualif/self emp/mgmt',bad
413,'no checking','existing paid','new car',1597,500<=X<1000,1<=X<4,'male single',40,'unskilled resident',good
414,<0,'existing paid','new car',1381,'no known savings',1<=X<4,'female div/sep/mar',35,skilled,bad
415,'no checking','critical/other existing credit','used car',5842,<100,>=7,'male single',35,skilled,good
416,<0,'existing paid','new car',2579,<100,<1,'male single',33,'unskilled resident',bad
417,<0,'delayed previously',education,8471,'no known savings',1<=X<4,'female div/sep/mar',23,skilled,good
418,'no checking','existing paid','new car',2782,500<=X<1000,4<=X<7,'female div/sep/mar',31,'high qualif/self emp/mgmt',good
419,0<=X<200,'existing paid','new car',1042,'no known savings',1<=X<4,'female div/sep/mar',33,skilled,bad
420,'no checking','existing paid','new car',3186,>=1000,4<=X<7,'female div/sep/mar',20,skilled,good
421,0<=X<200,'existing paid','used car',2028,'no known savings',1<=X<4,'male single',30,skilled,good
422,0<=X<200,'critical/other existing credit','new car',958,<100,4<=X<7,'male single',47,'unskilled resident',good
423,'no checking','delayed previously',furniture/equipment,1591,100<=X<500,4<=X<7,'male single',34,'high qualif/self emp/mgmt',good
424,0<=X<200,'existing paid',furniture/equipment,2762,'no known savings',>=7,'female div/sep/mar',25,skilled,bad
425,0<=X<200,'existing paid','used car',2779,<100,1<=X<4,'male mar/wid',21,skilled,good
426,'no checking','critical/other existing credit',radio/tv,2743,<100,>=7,'male single',29,skilled,good
427,'no checking','critical/other existing credit',radio/tv,1149,>=1000,1<=X<4,'male single',46,skilled,good
428,'no checking','existing paid',furniture/equipment,1313,<100,>=7,'male single',20,skilled,good
429,<0,'critical/other existing credit',repairs,1190,<100,unemployed,'female div/sep/mar',55,'unemp/unskilled non res',bad
430,'no checking','existing paid',business,3448,<100,4<=X<7,'male single',74,'unskilled resident',good
431,0<=X<200,'existing paid',other,11328,<100,1<=X<4,'male single',29,'high qualif/self emp/mgmt',bad
432,<0,'critical/other existing credit',furniture/equipment,1872,<100,unemployed,'male single',36,'high qualif/self emp/mgmt',good
433,'no checking','critical/other existing credit',repairs,2058,<100,1<=X<4,'male div/sep',33,skilled,good
434,<0,'existing paid',furniture/equipment,2136,<100,1<=X<4,'male single',25,skilled,good
435,0<=X<200,'existing paid',radio/tv,1484,'no known savings',1<=X<4,'male mar/wid',25,skilled,bad
436,'no checking','existing paid',repairs,660,500<=X<1000,4<=X<7,'male mar/wid',23,'unskilled resident',good
437,'no checking','critical/other existing credit','new car',1287,>=1000,>=7,'female div/sep/mar',37,skilled,good
438,<0,'critical/other existing credit',repairs,3394,<100,unemployed,'male single',65,'unemp/unskilled non res',good
439,>=200,'all paid',business,609,<100,<1,'female div/sep/mar',26,'unemp/unskilled non res',bad
440,'no checking','existing paid','new car',1884,<100,>=7,'male single',39,'high qualif/self emp/mgmt',good
441,<0,'existing paid',furniture/equipment,1620,<100,1<=X<4,'female div/sep/mar',30,skilled,good
442,0<=X<200,'delayed previously',other,2629,<100,1<=X<4,'male single',29,skilled,good
443,'no checking','existing paid',education,719,<100,>=7,'male single',41,'unskilled resident',bad
444,0<=X<200,'critical/other existing credit',furniture/equipment,5096,<100,1<=X<4,'female div/sep/mar',30,'high qualif/self emp/mgmt',bad
445,'no checking','critical/other existing credit',education,1244,'no known savings',>=7,'female div/sep/mar',41,'unskilled resident',good
446,<0,'existing paid','new car',1842,<100,<1,'female div/sep/mar',34,skilled,bad
447,0<=X<200,'existing paid',radio/tv,2576,<100,1<=X<4,'male single',35,skilled,good
448,>=200,'existing paid',furniture/equipment,1424,'no known savings',>=7,'female div/sep/mar',55,'high qualif/self emp/mgmt',good
449,0<=X<200,'delayed previously',repairs,1512,>=1000,1<=X<4,'male mar/wid',61,skilled,bad
450,'no checking','critical/other existing credit','used car',11054,'no known savings',1<=X<4,'male single',30,'high qualif/self emp/mgmt',good
451,'no checking','existing paid',radio/tv,518,<100,1<=X<4,'female div/sep/mar',29,skilled,good
452,'no checking','no credits/all paid',furniture/equipment,2759,<100,>=7,'male single',34,skilled,good
453,'no checking','existing paid','used car',2670,<100,>=7,'male single',35,'high qualif/self emp/mgmt',good
454,<0,'existing paid','new car',4817,<100,4<=X<7,'male single',31,skilled,bad
455,'no checking','existing paid','used car',2679,<100,<1,'female div/sep/mar',29,'high qualif/self emp/mgmt',good
456,<0,'critical/other existing credit','new car',3905,<100,1<=X<4,'male single',36,skilled,good
457,<0,'existing paid','used car',3386,<100,>=7,'male single',35,skilled,bad
458,<0,'existing paid','domestic appliance',343,<100,<1,'female div/sep/mar',27,skilled,good
459,'no checking','existing paid',radio/tv,4594,<100,<1,'male single',32,skilled,good
460,<0,'existing paid',furniture/equipment,3620,<100,1<=X<4,'male single',37,skilled,good
461,<0,'existing paid','new car',1721,<100,<1,'male single',36,skilled,good
462,0<=X<200,'existing paid',furniture/equipment,3017,<100,<1,'female div/sep/mar',34,'high qualif/self emp/mgmt',good
463,0<=X<200,'existing paid',retraining,754,'no known savings',>=7,'male single',38,skilled,good
464,'no checking','existing paid',business,1950,<100,4<=X<7,'male single',34,skilled,good
465,<0,'existing paid','used car',2924,<100,1<=X<4,'male single',63,skilled,good
466,<0,'delayed previously',radio/tv,1659,<100,<1,'female div/sep/mar',29,'unskilled resident',bad
467,'no checking','delayed previously',radio/tv,7238,'no known savings',>=7,'male single',32,skilled,good
468,'no checking','delayed previously',business,2764,<100,1<=X<4,'female div/sep/mar',26,skilled,good
469,'no checking','delayed previously','used car',4679,<100,4<=X<7,'male single',35,'unskilled resident',good
470,0<=X<200,'existing paid',radio/tv,3092,100<=X<500,<1,'male mar/wid',22,skilled,bad
471,<0,'existing paid',education,4480,<100,<1,'female div/sep/mar',23,skilled,bad
472,<0,'existing paid','new car',654,<100,1<=X<4,'male single',28,'unskilled resident',bad
473,'no checking','existing paid',retraining,1238,'no known savings',unemployed,'male single',36,'high qualif/self emp/mgmt',good
474,0<=X<200,'critical/other existing credit',radio/tv,1245,<100,1<=X<4,'male mar/wid',33,skilled,bad
475,<0,'no credits/all paid',furniture/equipment,3114,<100,<1,'female div/sep/mar',26,skilled,bad
476,'no checking','existing paid','used car',2569,500<=X<1000,1<=X<4,'male single',24,skilled,good
477,>=200,'existing paid',radio/tv,5152,<100,4<=X<7,'male single',25,skilled,good
478,0<=X<200,'existing paid',business,1037,100<=X<500,4<=X<7,'male single',39,'unskilled resident',good
479,<0,'critical/other existing credit',furniture/equipment,1478,<100,>=7,'male single',44,skilled,good
480,0<=X<200,'critical/other existing credit',radio/tv,3573,<100,1<=X<4,'female div/sep/mar',23,'unskilled resident',good
481,0<=X<200,'existing paid','new car',1201,<100,<1,'male single',26,skilled,good
482,<0,'existing paid',furniture/equipment,3622,>=1000,>=7,'female div/sep/mar',57,skilled,good
483,'no checking','delayed previously',furniture/equipment,960,>=1000,4<=X<7,'female div/sep/mar',30,skilled,good
484,'no checking','critical/other existing credit','new car',1163,500<=X<1000,1<=X<4,'male single',44,skilled,good
485,0<=X<200,'delayed previously','new car',1209,<100,unemployed,'male single',47,'high qualif/self emp/mgmt',bad
486,'no checking','existing paid',radio/tv,3077,<100,1<=X<4,'male single',52,skilled,good
487,'no checking','existing paid','new car',3757,<100,>=7,'female div/sep/mar',62,skilled,good
488,'no checking','existing paid','new car',1418,100<=X<500,1<=X<4,'male single',35,'unskilled resident',good
489,'no checking','existing paid','new car',3518,<100,1<=X<4,'male single',26,skilled,good
490,'no checking','critical/other existing credit',radio/tv,1934,<100,>=7,'male single',26,skilled,good
491,0<=X<200,'no credits/all paid',business,8318,<100,>=7,'female div/sep/mar',42,'high qualif/self emp/mgmt',bad
492,'no checking','critical/other existing credit',radio/tv,1237,100<=X<500,1<=X<4,'female div/sep/mar',27,skilled,good
493,0<=X<200,'existing paid',radio/tv,368,'no known savings',>=7,'male single',38,skilled,good
494,<0,'critical/other existing credit','new car',2122,<100,1<=X<4,'male single',39,'unskilled resident',good
495,<0,'existing paid',furniture/equipment,2996,'no known savings',1<=X<4,'male mar/wid',20,skilled,bad
496,0<=X<200,'existing paid',furniture/equipment,9034,100<=X<500,<1,'male single',29,'high qualif/self emp/mgmt',bad
497,'no checking','critical/other existing credit',furniture/equipment,1585,<100,4<=X<7,'male single',40,skilled,good
498,0<=X<200,'existing paid',radio/tv,1301,<100,>=7,'male mar/wid',32,'unskilled resident',good
499,>=200,'critical/other existing credit','new car',1323,100<=X<500,>=7,'male div/sep',28,skilled,good
500,<0,'existing paid','new car',3123,<100,<1,'female div/sep/mar',27,skilled,bad
501,<0,'existing paid','used car',5493,<100,>=7,'male single',42,skilled,good
502,>=200,'existing paid',radio/tv,1126,100<=X<500,>=7,'male div/sep',49,skilled,good
503,0<=X<200,'critical/other existing credit',radio/tv,1216,100<=X<500,<1,'male single',38,skilled,bad
504,<0,'existing paid','new car',1207,<100,<1,'female div/sep/mar',24,skilled,bad
505,'no checking','existing paid','new car',1309,'no known savings',1<=X<4,'male single',27,'unskilled resident',bad
506,>=200,'critical/other existing credit','used car',2360,500<=X<1000,1<=X<4,'male single',36,skilled,good
507,0<=X<200,'all paid','new car',6850,100<=X<500,unemployed,'male single',34,'high qualif/self emp/mgmt',bad
508,'no checking','existing paid',radio/tv,1413,<100,1<=X<4,'male mar/wid',28,skilled,good
509,'no checking','existing paid','used car',8588,100<=X<500,>=7,'male single',45,'high qualif/self emp/mgmt',good
510,<0,'existing paid','new car',759,<100,4<=X<7,'male single',26,skilled,bad
511,'no checking','existing paid','used car',4686,<100,1<=X<4,'male single',32,'high qualif/self emp/mgmt',good
512,>=200,'existing paid',business,2687,<100,4<=X<7,'male single',26,skilled,good
513,0<=X<200,'delayed previously',radio/tv,585,<100,1<=X<4,'male mar/wid',20,skilled,good
514,'no checking','existing paid','new car',2255,'no known savings',<1,'male single',54,skilled,good
515,<0,'critical/other existing credit','new car',609,<100,4<=X<7,'female div/sep/mar',37,skilled,good
516,<0,'critical/other existing credit','new car',1361,<100,<1,'male single',40,'unskilled resident',good
517,'no checking','critical/other existing credit',furniture/equipment,7127,<100,<1,'female div/sep/mar',23,skilled,bad
518,<0,'existing paid','new car',1203,100<=X<500,>=7,'male single',43,skilled,good
519,'no checking','critical/other existing credit',radio/tv,700,'no known savings',>=7,'male single',36,skilled,good
520,'no checking','critical/other existing credit',repairs,5507,<100,>=7,'male single',44,skilled,good
521,<0,'existing paid',radio/tv,3190,<100,1<=X<4,'female div/sep/mar',24,skilled,bad
522,<0,'no credits/all paid',furniture/equipment,7119,<100,1<=X<4,'male single',53,skilled,bad
523,'no checking','existing paid','used car',3488,100<=X<500,4<=X<7,'female div/sep/mar',23,skilled,good
524,0<=X<200,'existing paid',radio/tv,1113,<100,1<=X<4,'female div/sep/mar',26,'unskilled resident',good
525,0<=X<200,'existing paid','used car',7966,<100,<1,'male single',30,skilled,good
526,'no checking','critical/other existing credit',education,1532,100<=X<500,1<=X<4,'female div/sep/mar',31,skilled,good
527,'no checking','critical/other existing credit',radio/tv,1503,<100,4<=X<7,'male single',42,'unskilled resident',good
528,<0,'existing paid',radio/tv,2302,<100,1<=X<4,'male div/sep',31,skilled,bad
529,<0,'existing paid','new car',662,<100,<1,'male single',41,'unskilled resident',good
530,0<=X<200,'existing paid',education,2273,<100,4<=X<7,'male single',32,skilled,good
531,0<=X<200,'existing paid','new car',2631,100<=X<500,1<=X<4,'female div/sep/mar',28,skilled,bad
532,'no checking','delayed previously','used car',1503,<100,1<=X<4,'male mar/wid',41,skilled,good
533,'no checking','existing paid',radio/tv,1311,100<=X<500,4<=X<7,'male mar/wid',26,skilled,good
534,'no checking','existing paid',radio/tv,3105,'no known savings',<1,'male single',25,skilled,good
535,>=200,'critical/other existing credit',education,2319,<100,<1,'male div/sep',33,skilled,bad
536,<0,'existing paid','new car',1374,'no known savings',unemployed,'female div/sep/mar',75,'high qualif/self emp/mgmt',good
537,0<=X<200,'critical/other existing credit',furniture/equipment,3612,<100,>=7,'female div/sep/mar',37,skilled,good
538,<0,'existing paid','new car',7763,<100,>=7,'male single',42,'high qualif/self emp/mgmt',bad
539,>=200,'existing paid',furniture/equipment,3049,<100,<1,'female div/sep/mar',45,'unskilled resident',good
540,0<=X<200,'existing paid',radio/tv,1534,<100,<1,'male mar/wid',23,skilled,bad
541,'no checking','delayed previously','new car',2032,<100,>=7,'male single',60,skilled,good
542,<0,'existing paid',furniture/equipment,6350,'no known savings',>=7,'male single',31,skilled,bad
543,>=200,'existing paid',furniture/equipment,2864,<100,1<=X<4,'male single',34,'unskilled resident',bad
544,'no checking','critical/other existing credit','new car',1255,<100,>=7,'male single',61,'unskilled resident',good
545,<0,'delayed previously','new car',1333,<100,unemployed,'male single',43,skilled,bad
546,'no checking','critical/other existing credit','new car',2022,<100,1<=X<4,'female div/sep/mar',37,skilled,good
547,'no checking','existing paid',radio/tv,1552,<100,4<=X<7,'male single',32,skilled,good
548,<0,'all paid',radio/tv,626,<100,1<=X<4,'female div/sep/mar',24,'unskilled resident',bad
549,'no checking','critical/other existing credit','used car',8858,'no known savings',4<=X<7,'male single',35,skilled,good
550,'no checking','critical/other existing credit',repairs,996,'no known savings',4<=X<7,'female div/sep/mar',23,skilled,good
551,'no checking','all paid',radio/tv,1750,500<=X<1000,>=7,'male single',45,'unskilled resident',good
552,<0,'existing paid',radio/tv,6999,<100,4<=X<7,'male mar/wid',34,skilled,bad
553,0<=X<200,'critical/other existing credit','new car',1995,100<=X<500,<1,'male single',27,skilled,good
554,0<=X<200,'existing paid',education,1199,<100,4<=X<7,'female div/sep/mar',67,'high qualif/self emp/mgmt',good
